filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
1362__seed_017509287b2d__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,0.203125,True,88,False
1362__seed_017509287b2d__invoke_webrequest_alias.ps1,malicious,benign,BLOCK,ALLOW,-0.3125,False,66,False
d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3__seed_ebc39e9baa2c__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,3.5,True,110,False
d1727799f2fa203f982f632e38e2add1a8d4591086994422871baa8ba541deb3__seed_ebc39e9baa2c__invoke_webrequest_alias.ps1,malicious,malicious,BLOCK,BLOCK,3.875,True,88,False
a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,2.75,True,304,False
a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__invoke_webrequest_alias.ps1,malicious,malicious,BLOCK,BLOCK,3.265625,True,282,False
a08f454cf7acc9dd6c0cab691612f3364df7884acedc307ee96fb96edd6f5c96__seed_78935433549c__start_process_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,3.125,True,304,False
35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495__seed_d1dab60aa6f5__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,4.578125,True,563,False
35f003c6ee4b9261caac262983739bceabc65c859b01414d170942cfd92de495__seed_d1dab60aa6f5__invoke_webrequest_alias.ps1,malicious,malicious,BLOCK,BLOCK,5.84375,True,519,False
3834__seed_f99df091624c__iex_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,10.734375,True,560,False
3834__seed_f99df091624c__iex_scriptblock_create.ps1,malicious,malicious,BLOCK,BLOCK,10.6484375,True,574,False
3834__seed_f99df091624c__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,10.6953125,True,560,False
3834__seed_f99df091624c__invoke_webrequest_alias.ps1,malicious,malicious,BLOCK,BLOCK,9.8984375,True,538,False
3834__seed_f99df091624c__downloadstring_psobject_invoke.ps1,malicious,malicious,BLOCK,BLOCK,10.6484375,True,582,False
9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_expression_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,0.140625,True,686,False
9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_expression_scriptblock_create.ps1,malicious,benign,BLOCK,ALLOW,-0.046875,False,686,False
9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_webrequest_call_operator_string.ps1,malicious,malicious,BLOCK,BLOCK,1.9375,True,686,False
9724cca0b85958d7c2a57c7ad57984f7874c8a1a98f6f6eef4f8871e2ffdb100__seed_124883cece34__invoke_webrequest_alias.ps1,malicious,malicious,BLOCK,BLOCK,0.453125,True,664,False
