rank,token_pos,token_str,token_id,attention_weight,pair_idx,script_label,pair_indicator,prompt_len_tokens
9,795,'Dec',5005.0,0.026541,62,malicious,Invoke-Expression,813
10,809,'``',14196.0,0.021481,62,malicious,Invoke-Expression,813
11,782,'PM',8971.0,0.01884,62,malicious,Invoke-Expression,813
12,813,'',,0.018417,62,malicious,Invoke-Expression,813
13,793,']',60.0,0.018411,62,malicious,Invoke-Expression,813
14,791,'pression',4099.0,0.016373,62,malicious,Invoke-Expression,813
0,342,'`\n',4077.0,0.054213,62,benign,Invoke-Expression,345
1,318,'-',12.0,0.050417,62,benign,Invoke-Expression,345
2,296,'-',12.0,0.04077,62,benign,Invoke-Expression,345
3,335,"'""\n'",702.0,0.038808,62,benign,Invoke-Expression,345
4,277,'-',12.0,0.033857,62,benign,Invoke-Expression,345
5,181,' -',482.0,0.031222,62,benign,Invoke-Expression,345
6,246,'($',703.0,0.027514,62,benign,Invoke-Expression,345
7,334,'name',609.0,0.023615,62,benign,Invoke-Expression,345
8,343,'Answer',16533.0,0.023256,62,benign,Invoke-Expression,345
9,329,"""'""",6.0,0.021142,62,benign,Invoke-Expression,345
10,313,"""'""",6.0,0.021122,62,benign,Invoke-Expression,345
11,344,':',25.0,0.018784,62,benign,Invoke-Expression,345
12,328,'File',1738.0,0.018409,62,benign,Invoke-Expression,345
13,337,' }\n',457.0,0.01678,62,benign,Invoke-Expression,345
14,262,'\n',198.0,0.015306,62,benign,Invoke-Expression,345
0,807,'ToEnd',67673.0,0.111216,65,malicious,Invoke-Expression,813
1,802,']',60.0,0.083807,65,malicious,Invoke-Expression,813
2,810,'`\n',4077.0,0.079863,65,malicious,Invoke-Expression,813
3,805,')).',4682.0,0.060112,65,malicious,Invoke-Expression,813
4,804,'ASCII',57550.0,0.041282,65,malicious,Invoke-Expression,813
5,801,'.Encoding',59864.0,0.036718,65,malicious,Invoke-Expression,813
6,808,'();\n',545.0,0.035658,65,malicious,Invoke-Expression,813
7,811,'Answer',16533.0,0.034197,65,malicious,Invoke-Expression,813
8,812,':',25.0,0.027662,65,malicious,Invoke-Expression,813
9,795,'Dec',5005.0,0.026541,65,malicious,Invoke-Expression,813
10,809,'``',14196.0,0.021481,65,malicious,Invoke-Expression,813
11,782,'PM',8971.0,0.01884,65,malicious,Invoke-Expression,813
12,813,'',,0.018417,65,malicious,Invoke-Expression,813
13,793,']',60.0,0.018411,65,malicious,Invoke-Expression,813
14,791,'pression',4099.0,0.016373,65,malicious,Invoke-Expression,813
0,299,' =',284.0,0.063787,65,benign,Invoke-Expression,310
1,307,'`\n',4077.0,0.05281,65,benign,Invoke-Expression,310
2,82,']\n',933.0,0.046934,65,benign,Invoke-Expression,310
3,302,'    \n',1084.0,0.035507,65,benign,Invoke-Expression,310
4,245,"'(""\\""'",40015.0,0.032959,65,benign,Invoke-Expression,310
5,291,'       ',286.0,0.031087,65,benign,Invoke-Expression,310
6,224,"'(""\\'",5026.0,0.030266,65,benign,Invoke-Expression,310
7,234,"'(""\\""'",40015.0,0.029303,65,benign,Invoke-Expression,310
8,134,"'(""\\""'",40015.0,0.024204,65,benign,Invoke-Expression,310
9,308,'Answer',16533.0,0.022636,65,benign,Invoke-Expression,310
10,263,' =',284.0,0.01847,65,benign,Invoke-Expression,310
11,309,':',25.0,0.018299,65,benign,Invoke-Expression,310
12,119,'-',12.0,0.016547,65,benign,Invoke-Expression,310
13,251,' =',284.0,0.016302,65,benign,Invoke-Expression,310
14,296,'\n',198.0,0.016287,65,benign,Invoke-Expression,310
0,807,'ToEnd',67673.0,0.111216,66,malicious,Invoke-Expression,813
1,802,']',60.0,0.083807,66,malicious,Invoke-Expression,813
2,810,'`\n',4077.0,0.079863,66,malicious,Invoke-Expression,813
3,805,')).',4682.0,0.060112,66,malicious,Invoke-Expression,813
4,804,'ASCII',57550.0,0.041282,66,malicious,Invoke-Expression,813
5,801,'.Encoding',59864.0,0.036718,66,malicious,Invoke-Expression,813
6,808,'();\n',545.0,0.035658,66,malicious,Invoke-Expression,813
7,811,'Answer',16533.0,0.034197,66,malicious,Invoke-Expression,813
8,812,':',25.0,0.027662,66,malicious,Invoke-Expression,813
9,795,'Dec',5005.0,0.026541,66,malicious,Invoke-Expression,813
10,809,'``',14196.0,0.021481,66,malicious,Invoke-Expression,813
11,782,'PM',8971.0,0.01884,66,malicious,Invoke-Expression,813
12,813,'',,0.018417,66,malicious,Invoke-Expression,813
13,793,']',60.0,0.018411,66,malicious,Invoke-Expression,813
14,791,'pression',4099.0,0.016373,66,malicious,Invoke-Expression,813
0,121,']\n',933.0,0.052913,66,benign,Invoke-Expression,316
1,82,']\n',933.0,0.051168,66,benign,Invoke-Expression,316
2,313,'`\n',4077.0,0.049744,66,benign,Invoke-Expression,316
3,293,'-',12.0,0.046577,66,benign,Invoke-Expression,316
4,255,'($',703.0,0.042047,66,benign,Invoke-Expression,316
5,101,']\n',933.0,0.041404,66,benign,Invoke-Expression,316
6,238,'-',12.0,0.022285,66,benign,Invoke-Expression,316
7,314,'Answer',16533.0,0.021325,66,benign,Invoke-Expression,316
8,284,'Name',678.0,0.019217,66,benign,Invoke-Expression,316
9,302,'null',2994.0,0.017331,66,benign,Invoke-Expression,316
10,315,':',25.0,0.017256,66,benign,Invoke-Expression,316
11,300,' =',284.0,0.016629,66,benign,Invoke-Expression,316
12,256,'Clear',14335.0,0.01525,66,benign,Invoke-Expression,316
13,303,"'""'",1.0,0.01451,66,benign,Invoke-Expression,316
14,229,'Name',678.0,0.013983,66,benign,Invoke-Expression,316
