filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
1670.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,498,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,6.90625,True,499,False
1238.ps1,benign,malicious,ALLOW,BLOCK,1.5,False,288,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,6.7265625,True,282,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
2546.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
905.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
4207.ps1,benign,malicious,ALLOW,BLOCK,3.4921875,False,1883,False
git_53.ps1,malicious,malicious,BLOCK,BLOCK,4.6171875,True,1966,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,8.9375,True,857,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,8.0,True,882,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,8.0,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,8.0,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,8.0,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.578125,False,1062,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,8.9375,True,857,False
1238.ps1,benign,malicious,ALLOW,BLOCK,1.5,False,288,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,6.90625,True,499,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,498,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,6.7265625,True,282,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,6.90625,True,499,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
2546.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-1.265625,True,740,False
905.ps1,malicious,malicious,BLOCK,BLOCK,6.4296875,True,1084,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,498,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,8.9375,True,857,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.390625,True,498,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,8.0,True,882,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,886,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,5.7265625,True,82,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,886,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,5.5,True,78,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,886,False
784.ps1,malicious,malicious,BLOCK,BLOCK,5.359375,True,73,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.421875,False,1434,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,5.7265625,True,82,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.421875,False,1434,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,5.5,True,78,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.421875,False,1434,False
784.ps1,malicious,malicious,BLOCK,BLOCK,5.359375,True,73,False
3784.ps1,benign,benign,ALLOW,ALLOW,-0.671875,True,592,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,654,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
3104.ps1,benign,malicious,ALLOW,BLOCK,0.546875,False,706,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
896.ps1,benign,benign,ALLOW,ALLOW,-0.203125,True,839,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
3784.ps1,benign,benign,ALLOW,ALLOW,-0.671875,True,592,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,654,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
3104.ps1,benign,malicious,ALLOW,BLOCK,0.546875,False,706,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
896.ps1,benign,benign,ALLOW,ALLOW,-0.203125,True,839,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.046875,False,1845,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
2820.ps1,benign,benign,ALLOW,ALLOW,-1.9453125,True,1851,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.046875,False,1845,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
2820.ps1,benign,benign,ALLOW,ALLOW,-1.9453125,True,1851,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.5625,False,2339,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.84375,True,2440,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.6875,True,2449,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.2734375,True,552,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.5625,False,2339,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.84375,True,2440,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.6875,True,2449,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,80,False
