filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
2670.ps1,benign,malicious,ALLOW,BLOCK,0.875,False,975,False
1269.ps1,malicious,malicious,BLOCK,BLOCK,11.9140625,True,139,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3084.ps1,malicious,malicious,BLOCK,BLOCK,7.625,True,150,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3278.ps1,malicious,malicious,BLOCK,BLOCK,9.78125,True,127,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
2190.ps1,malicious,malicious,BLOCK,BLOCK,5.609375,True,94,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3804.ps1,malicious,malicious,BLOCK,BLOCK,5.609375,True,94,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
2894.ps1,malicious,malicious,BLOCK,BLOCK,6.7578125,True,87,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3100.ps1,malicious,malicious,BLOCK,BLOCK,6.015625,True,81,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3438.ps1,malicious,malicious,BLOCK,BLOCK,8.546875,True,81,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
3062.ps1,malicious,malicious,BLOCK,BLOCK,8.2109375,True,78,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
338.ps1,malicious,malicious,BLOCK,BLOCK,9.0546875,True,78,False
1113.ps1,benign,benign,ALLOW,ALLOW,-0.125,True,2146,False
450.ps1,malicious,malicious,BLOCK,BLOCK,4.140625,True,75,False
1670.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,498,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,9.15625,True,499,False
1238.ps1,benign,malicious,ALLOW,BLOCK,2.484375,False,288,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,282,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
2546.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
905.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
4207.ps1,benign,malicious,ALLOW,BLOCK,2.7421875,False,1883,False
git_53.ps1,malicious,malicious,BLOCK,BLOCK,5.6875,True,1966,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,9.6484375,True,857,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,6.578125,True,882,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,6.578125,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,6.578125,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,6.578125,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,1.453125,False,1062,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,9.6484375,True,857,False
1238.ps1,benign,malicious,ALLOW,BLOCK,2.484375,False,288,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,9.15625,True,499,False
1670.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,498,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,5.578125,True,282,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,9.15625,True,499,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
2546.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.75,True,740,False
905.ps1,malicious,malicious,BLOCK,BLOCK,6.2734375,True,1084,False
1670.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,498,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,9.6484375,True,857,False
1670.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,498,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,6.578125,True,882,False
1637.ps1,benign,malicious,ALLOW,BLOCK,0.6875,False,886,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,7.84375,True,82,False
1637.ps1,benign,malicious,ALLOW,BLOCK,0.6875,False,886,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,7.7734375,True,78,False
1637.ps1,benign,malicious,ALLOW,BLOCK,0.6875,False,886,False
784.ps1,malicious,malicious,BLOCK,BLOCK,7.484375,True,73,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.859375,False,1434,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,7.84375,True,82,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.859375,False,1434,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,7.7734375,True,78,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.859375,False,1434,False
784.ps1,malicious,malicious,BLOCK,BLOCK,7.484375,True,73,False
3784.ps1,benign,malicious,ALLOW,BLOCK,0.46875,False,592,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.84375,False,654,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
3104.ps1,benign,malicious,ALLOW,BLOCK,1.421875,False,706,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
896.ps1,benign,malicious,ALLOW,BLOCK,0.4375,False,839,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
3784.ps1,benign,malicious,ALLOW,BLOCK,0.46875,False,592,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.84375,False,654,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
3104.ps1,benign,malicious,ALLOW,BLOCK,1.421875,False,706,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
896.ps1,benign,malicious,ALLOW,BLOCK,0.4375,False,839,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.5,False,1845,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
2820.ps1,benign,benign,ALLOW,ALLOW,-0.828125,True,1851,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.5,False,1845,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
2820.ps1,benign,benign,ALLOW,ALLOW,-0.828125,True,1851,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.5625,False,2339,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.28125,True,2440,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.640625,True,2449,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,11.8125,True,552,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.5625,False,2339,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.28125,True,2440,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.640625,True,2449,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,5.8828125,True,80,False
