filename,label,predicted_label,target_token,predicted_token,logit_diff,correct,used_char_len,was_truncated
905.ps1,malicious,malicious,BLOCK,BLOCK,5.7109375,True,1084,False
4207.ps1,benign,malicious,ALLOW,BLOCK,3.078125,False,1883,False
git_53.ps1,malicious,malicious,BLOCK,BLOCK,4.46875,True,1966,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,6.953125,True,857,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,5.484375,True,882,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,5.484375,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.375,False,1062,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,5.484375,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.375,False,1062,False
3988.ps1,malicious,malicious,BLOCK,BLOCK,5.484375,True,882,False
2781.ps1,benign,malicious,ALLOW,BLOCK,0.375,False,1062,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,6.953125,True,857,False
1238.ps1,benign,malicious,ALLOW,BLOCK,1.015625,False,288,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,4.8671875,True,499,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.21875,True,498,False
3537.ps1,malicious,malicious,BLOCK,BLOCK,4.859375,True,282,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
3780.ps1,malicious,malicious,BLOCK,BLOCK,4.8671875,True,499,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
1298.ps1,malicious,malicious,BLOCK,BLOCK,5.7109375,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
2546.ps1,malicious,malicious,BLOCK,BLOCK,5.7109375,True,1084,False
1444.ps1,benign,benign,ALLOW,ALLOW,-0.578125,True,740,False
905.ps1,malicious,malicious,BLOCK,BLOCK,5.7109375,True,1084,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.21875,True,498,False
2139.ps1,malicious,malicious,BLOCK,BLOCK,6.953125,True,857,False
1670.ps1,benign,benign,ALLOW,ALLOW,-0.21875,True,498,False
2792.ps1,malicious,malicious,BLOCK,BLOCK,5.484375,True,882,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.109375,True,886,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,3.3515625,True,82,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.109375,True,886,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,2.9765625,True,78,False
1637.ps1,benign,benign,ALLOW,ALLOW,-0.109375,True,886,False
784.ps1,malicious,malicious,BLOCK,BLOCK,2.9921875,True,73,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,1434,False
2752.ps1,malicious,malicious,BLOCK,BLOCK,3.3515625,True,82,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,1434,False
2115.ps1,malicious,malicious,BLOCK,BLOCK,2.9765625,True,78,False
1634.ps1,benign,malicious,ALLOW,BLOCK,0.1875,False,1434,False
784.ps1,malicious,malicious,BLOCK,BLOCK,2.9921875,True,73,False
3784.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,592,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.234375,False,654,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
3104.ps1,benign,malicious,ALLOW,BLOCK,0.453125,False,706,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
896.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,839,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
3784.ps1,benign,benign,ALLOW,ALLOW,-0.296875,True,592,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
4058.ps1,benign,malicious,ALLOW,BLOCK,0.234375,False,654,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
3104.ps1,benign,malicious,ALLOW,BLOCK,0.453125,False,706,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
896.ps1,benign,malicious,ALLOW,BLOCK,0.0625,False,839,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.234375,False,1845,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
2820.ps1,benign,benign,ALLOW,ALLOW,-1.5234375,True,1851,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
773.ps1,benign,malicious,ALLOW,BLOCK,0.234375,False,1845,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
2820.ps1,benign,benign,ALLOW,ALLOW,-1.5234375,True,1851,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.421875,False,2339,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.78125,True,2440,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,2449,False
3834.ps1,malicious,malicious,BLOCK,BLOCK,9.234375,True,552,False
2969.ps1,benign,malicious,ALLOW,BLOCK,0.421875,False,2339,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
712.ps1,benign,benign,ALLOW,ALLOW,-0.78125,True,2440,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
2165.ps1,benign,benign,ALLOW,ALLOW,-0.421875,True,2449,False
1362.ps1,malicious,malicious,BLOCK,BLOCK,3.4375,True,80,False
